model_name,horizon,predicted_state,realized_state,count,row_percent
heuristic,1,VOL_EXPANSION_TRANSITION,HIGH_VOL_RISK_OFF,2,0.0273972602739726
heuristic,1,VOL_EXPANSION_TRANSITION,MID_VOL_CHOP,17,0.2328767123287671
heuristic,1,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,17,0.2328767123287671
heuristic,1,VOL_EXPANSION_TRANSITION,VOL_EXPANSION_TRANSITION,37,0.5068493150684932
heuristic,2,VOL_EXPANSION_TRANSITION,HIGH_VOL_RISK_OFF,4,0.0547945205479452
heuristic,2,VOL_EXPANSION_TRANSITION,MID_VOL_CHOP,8,0.1095890410958904
heuristic,2,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,25,0.3424657534246575
heuristic,2,VOL_EXPANSION_TRANSITION,VOL_EXPANSION_TRANSITION,36,0.4931506849315068
heuristic,3,VOL_EXPANSION_TRANSITION,HIGH_VOL_RISK_OFF,6,0.08333333333333333
heuristic,3,VOL_EXPANSION_TRANSITION,MID_VOL_CHOP,7,0.09722222222222222
heuristic,3,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,25,0.3472222222222222
heuristic,3,VOL_EXPANSION_TRANSITION,VOL_EXPANSION_TRANSITION,34,0.4722222222222222
hmm_v1_core,1,HIGH_VOL_RISK_OFF,MID_VOL_CHOP,1,0.2
hmm_v1_core,1,HIGH_VOL_RISK_OFF,STABLE_LOW_VOL_TREND,1,0.2
hmm_v1_core,1,HIGH_VOL_RISK_OFF,VOL_EXPANSION_TRANSITION,3,0.6
hmm_v1_core,1,MID_VOL_CHOP,MID_VOL_CHOP,5,0.38461538461538464
hmm_v1_core,1,MID_VOL_CHOP,STABLE_LOW_VOL_TREND,3,0.23076923076923078
hmm_v1_core,1,MID_VOL_CHOP,VOL_EXPANSION_TRANSITION,5,0.38461538461538464
hmm_v1_core,1,STABLE_LOW_VOL_TREND,HIGH_VOL_RISK_OFF,1,0.034482758620689655
hmm_v1_core,1,STABLE_LOW_VOL_TREND,MID_VOL_CHOP,4,0.13793103448275862
hmm_v1_core,1,STABLE_LOW_VOL_TREND,STABLE_LOW_VOL_TREND,10,0.3448275862068966
hmm_v1_core,1,STABLE_LOW_VOL_TREND,VOL_EXPANSION_TRANSITION,14,0.4827586206896552
hmm_v1_core,1,VOL_EXPANSION_TRANSITION,HIGH_VOL_RISK_OFF,1,0.038461538461538464
hmm_v1_core,1,VOL_EXPANSION_TRANSITION,MID_VOL_CHOP,7,0.2692307692307692
hmm_v1_core,1,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,3,0.11538461538461539
hmm_v1_core,1,VOL_EXPANSION_TRANSITION,VOL_EXPANSION_TRANSITION,15,0.5769230769230769
hmm_v1_core,2,HIGH_VOL_RISK_OFF,STABLE_LOW_VOL_TREND,2,0.4
hmm_v1_core,2,HIGH_VOL_RISK_OFF,VOL_EXPANSION_TRANSITION,3,0.6
hmm_v1_core,2,MID_VOL_CHOP,MID_VOL_CHOP,2,0.15384615384615385
hmm_v1_core,2,MID_VOL_CHOP,STABLE_LOW_VOL_TREND,5,0.38461538461538464
hmm_v1_core,2,MID_VOL_CHOP,VOL_EXPANSION_TRANSITION,6,0.46153846153846156
hmm_v1_core,2,STABLE_LOW_VOL_TREND,HIGH_VOL_RISK_OFF,2,0.06896551724137931
hmm_v1_core,2,STABLE_LOW_VOL_TREND,MID_VOL_CHOP,2,0.06896551724137931
hmm_v1_core,2,STABLE_LOW_VOL_TREND,STABLE_LOW_VOL_TREND,11,0.3793103448275862
hmm_v1_core,2,STABLE_LOW_VOL_TREND,VOL_EXPANSION_TRANSITION,14,0.4827586206896552
hmm_v1_core,2,VOL_EXPANSION_TRANSITION,HIGH_VOL_RISK_OFF,2,0.07692307692307693
hmm_v1_core,2,VOL_EXPANSION_TRANSITION,MID_VOL_CHOP,4,0.15384615384615385
hmm_v1_core,2,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,7,0.2692307692307692
hmm_v1_core,2,VOL_EXPANSION_TRANSITION,VOL_EXPANSION_TRANSITION,13,0.5
hmm_v1_core,3,HIGH_VOL_RISK_OFF,MID_VOL_CHOP,1,0.2
hmm_v1_core,3,HIGH_VOL_RISK_OFF,STABLE_LOW_VOL_TREND,1,0.2
hmm_v1_core,3,HIGH_VOL_RISK_OFF,VOL_EXPANSION_TRANSITION,3,0.6
hmm_v1_core,3,MID_VOL_CHOP,MID_VOL_CHOP,2,0.15384615384615385
hmm_v1_core,3,MID_VOL_CHOP,STABLE_LOW_VOL_TREND,7,0.5384615384615384
hmm_v1_core,3,MID_VOL_CHOP,VOL_EXPANSION_TRANSITION,4,0.3076923076923077
hmm_v1_core,3,STABLE_LOW_VOL_TREND,HIGH_VOL_RISK_OFF,2,0.06896551724137931
hmm_v1_core,3,STABLE_LOW_VOL_TREND,MID_VOL_CHOP,2,0.06896551724137931
hmm_v1_core,3,STABLE_LOW_VOL_TREND,STABLE_LOW_VOL_TREND,12,0.41379310344827586
hmm_v1_core,3,STABLE_LOW_VOL_TREND,VOL_EXPANSION_TRANSITION,13,0.4482758620689655
hmm_v1_core,3,VOL_EXPANSION_TRANSITION,HIGH_VOL_RISK_OFF,4,0.16
hmm_v1_core,3,VOL_EXPANSION_TRANSITION,MID_VOL_CHOP,2,0.08
hmm_v1_core,3,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,5,0.2
hmm_v1_core,3,VOL_EXPANSION_TRANSITION,VOL_EXPANSION_TRANSITION,14,0.56
hmm_v2_core_plus_sector_corr,1,MID_VOL_CHOP,MID_VOL_CHOP,5,0.3125
hmm_v2_core_plus_sector_corr,1,MID_VOL_CHOP,STABLE_LOW_VOL_TREND,5,0.3125
hmm_v2_core_plus_sector_corr,1,MID_VOL_CHOP,VOL_EXPANSION_TRANSITION,6,0.375
hmm_v2_core_plus_sector_corr,1,STABLE_LOW_VOL_TREND,HIGH_VOL_RISK_OFF,1,0.04
hmm_v2_core_plus_sector_corr,1,STABLE_LOW_VOL_TREND,MID_VOL_CHOP,3,0.12
hmm_v2_core_plus_sector_corr,1,STABLE_LOW_VOL_TREND,STABLE_LOW_VOL_TREND,8,0.32
hmm_v2_core_plus_sector_corr,1,STABLE_LOW_VOL_TREND,VOL_EXPANSION_TRANSITION,13,0.52
hmm_v2_core_plus_sector_corr,1,VOL_EXPANSION_TRANSITION,HIGH_VOL_RISK_OFF,1,0.03125
hmm_v2_core_plus_sector_corr,1,VOL_EXPANSION_TRANSITION,MID_VOL_CHOP,9,0.28125
hmm_v2_core_plus_sector_corr,1,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,4,0.125
hmm_v2_core_plus_sector_corr,1,VOL_EXPANSION_TRANSITION,VOL_EXPANSION_TRANSITION,18,0.5625
hmm_v2_core_plus_sector_corr,2,MID_VOL_CHOP,MID_VOL_CHOP,2,0.125
hmm_v2_core_plus_sector_corr,2,MID_VOL_CHOP,STABLE_LOW_VOL_TREND,8,0.5
hmm_v2_core_plus_sector_corr,2,MID_VOL_CHOP,VOL_EXPANSION_TRANSITION,6,0.375
hmm_v2_core_plus_sector_corr,2,STABLE_LOW_VOL_TREND,HIGH_VOL_RISK_OFF,2,0.08
hmm_v2_core_plus_sector_corr,2,STABLE_LOW_VOL_TREND,MID_VOL_CHOP,2,0.08
hmm_v2_core_plus_sector_corr,2,STABLE_LOW_VOL_TREND,STABLE_LOW_VOL_TREND,8,0.32
hmm_v2_core_plus_sector_corr,2,STABLE_LOW_VOL_TREND,VOL_EXPANSION_TRANSITION,13,0.52
hmm_v2_core_plus_sector_corr,2,VOL_EXPANSION_TRANSITION,HIGH_VOL_RISK_OFF,2,0.0625
hmm_v2_core_plus_sector_corr,2,VOL_EXPANSION_TRANSITION,MID_VOL_CHOP,4,0.125
hmm_v2_core_plus_sector_corr,2,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,9,0.28125
hmm_v2_core_plus_sector_corr,2,VOL_EXPANSION_TRANSITION,VOL_EXPANSION_TRANSITION,17,0.53125
hmm_v2_core_plus_sector_corr,3,MID_VOL_CHOP,MID_VOL_CHOP,3,0.1875
hmm_v2_core_plus_sector_corr,3,MID_VOL_CHOP,STABLE_LOW_VOL_TREND,10,0.625
hmm_v2_core_plus_sector_corr,3,MID_VOL_CHOP,VOL_EXPANSION_TRANSITION,3,0.1875
hmm_v2_core_plus_sector_corr,3,STABLE_LOW_VOL_TREND,HIGH_VOL_RISK_OFF,2,0.08
hmm_v2_core_plus_sector_corr,3,STABLE_LOW_VOL_TREND,MID_VOL_CHOP,1,0.04
hmm_v2_core_plus_sector_corr,3,STABLE_LOW_VOL_TREND,STABLE_LOW_VOL_TREND,9,0.36
hmm_v2_core_plus_sector_corr,3,STABLE_LOW_VOL_TREND,VOL_EXPANSION_TRANSITION,13,0.52
hmm_v2_core_plus_sector_corr,3,VOL_EXPANSION_TRANSITION,HIGH_VOL_RISK_OFF,4,0.12903225806451613
hmm_v2_core_plus_sector_corr,3,VOL_EXPANSION_TRANSITION,MID_VOL_CHOP,3,0.0967741935483871
hmm_v2_core_plus_sector_corr,3,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,6,0.1935483870967742
hmm_v2_core_plus_sector_corr,3,VOL_EXPANSION_TRANSITION,VOL_EXPANSION_TRANSITION,18,0.5806451612903226
hmm_v3_core_plus_sector_geometry,1,MID_VOL_CHOP,MID_VOL_CHOP,3,0.25
hmm_v3_core_plus_sector_geometry,1,MID_VOL_CHOP,STABLE_LOW_VOL_TREND,6,0.5
hmm_v3_core_plus_sector_geometry,1,MID_VOL_CHOP,VOL_EXPANSION_TRANSITION,3,0.25
hmm_v3_core_plus_sector_geometry,1,STABLE_LOW_VOL_TREND,HIGH_VOL_RISK_OFF,1,0.03333333333333333
hmm_v3_core_plus_sector_geometry,1,STABLE_LOW_VOL_TREND,MID_VOL_CHOP,6,0.2
hmm_v3_core_plus_sector_geometry,1,STABLE_LOW_VOL_TREND,STABLE_LOW_VOL_TREND,7,0.23333333333333334
hmm_v3_core_plus_sector_geometry,1,STABLE_LOW_VOL_TREND,VOL_EXPANSION_TRANSITION,16,0.5333333333333333
hmm_v3_core_plus_sector_geometry,1,VOL_EXPANSION_TRANSITION,HIGH_VOL_RISK_OFF,1,0.03225806451612903
hmm_v3_core_plus_sector_geometry,1,VOL_EXPANSION_TRANSITION,MID_VOL_CHOP,8,0.25806451612903225
hmm_v3_core_plus_sector_geometry,1,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,4,0.12903225806451613
hmm_v3_core_plus_sector_geometry,1,VOL_EXPANSION_TRANSITION,VOL_EXPANSION_TRANSITION,18,0.5806451612903226
hmm_v3_core_plus_sector_geometry,2,MID_VOL_CHOP,MID_VOL_CHOP,2,0.16666666666666666
hmm_v3_core_plus_sector_geometry,2,MID_VOL_CHOP,STABLE_LOW_VOL_TREND,6,0.5
hmm_v3_core_plus_sector_geometry,2,MID_VOL_CHOP,VOL_EXPANSION_TRANSITION,4,0.3333333333333333
hmm_v3_core_plus_sector_geometry,2,STABLE_LOW_VOL_TREND,HIGH_VOL_RISK_OFF,2,0.06666666666666667
hmm_v3_core_plus_sector_geometry,2,STABLE_LOW_VOL_TREND,MID_VOL_CHOP,2,0.06666666666666667
hmm_v3_core_plus_sector_geometry,2,STABLE_LOW_VOL_TREND,STABLE_LOW_VOL_TREND,9,0.3
hmm_v3_core_plus_sector_geometry,2,STABLE_LOW_VOL_TREND,VOL_EXPANSION_TRANSITION,17,0.5666666666666667
hmm_v3_core_plus_sector_geometry,2,VOL_EXPANSION_TRANSITION,HIGH_VOL_RISK_OFF,2,0.06451612903225806
hmm_v3_core_plus_sector_geometry,2,VOL_EXPANSION_TRANSITION,MID_VOL_CHOP,4,0.12903225806451613
hmm_v3_core_plus_sector_geometry,2,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,10,0.3225806451612903
hmm_v3_core_plus_sector_geometry,2,VOL_EXPANSION_TRANSITION,VOL_EXPANSION_TRANSITION,15,0.4838709677419355
hmm_v3_core_plus_sector_geometry,3,MID_VOL_CHOP,MID_VOL_CHOP,1,0.08333333333333333
hmm_v3_core_plus_sector_geometry,3,MID_VOL_CHOP,STABLE_LOW_VOL_TREND,9,0.75
hmm_v3_core_plus_sector_geometry,3,MID_VOL_CHOP,VOL_EXPANSION_TRANSITION,2,0.16666666666666666
hmm_v3_core_plus_sector_geometry,3,STABLE_LOW_VOL_TREND,HIGH_VOL_RISK_OFF,3,0.1
hmm_v3_core_plus_sector_geometry,3,STABLE_LOW_VOL_TREND,MID_VOL_CHOP,3,0.1
hmm_v3_core_plus_sector_geometry,3,STABLE_LOW_VOL_TREND,STABLE_LOW_VOL_TREND,9,0.3
hmm_v3_core_plus_sector_geometry,3,STABLE_LOW_VOL_TREND,VOL_EXPANSION_TRANSITION,15,0.5
hmm_v3_core_plus_sector_geometry,3,VOL_EXPANSION_TRANSITION,HIGH_VOL_RISK_OFF,3,0.1
hmm_v3_core_plus_sector_geometry,3,VOL_EXPANSION_TRANSITION,MID_VOL_CHOP,3,0.1
hmm_v3_core_plus_sector_geometry,3,VOL_EXPANSION_TRANSITION,STABLE_LOW_VOL_TREND,7,0.23333333333333334
hmm_v3_core_plus_sector_geometry,3,VOL_EXPANSION_TRANSITION,VOL_EXPANSION_TRANSITION,17,0.5666666666666667
